"id","standortnr","artbot","min_alter","max_alter","clifton_park_min","clifton_park_max","baumsicht_min","baumsicht_max","sondengaenger_min","sondengaenger_max","zier_h_2000_min","zier_h_2000_max","baumportal_min","baumportal_max","mitchell_min","mitchell_max","kappel_mattheck_min","kappel_mattheck_max","lat","lng","kronendurchmesser","baumhoehe"
"140_302","302","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47836","13.01043","unbekannt","5-10"
"217_6MFTAQ5","6MFTAQ5","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.46964","13.1082","8-10","15-20"
"299_08443","08443","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.47161","13.11236","6-8","15-20"
"352_AAL5ANA","AAL5ANA","Fraxinus excelsior","46","55",NULL,NULL,"46","55","78","94","46","55","83","99","63","75",NULL,NULL,"52.44861","12.9799","8-10","15-20"
"111_29759","29759","Fraxinus excelsior","37","46",NULL,NULL,"37","46","63","78","37","46","66","83","50","63",NULL,NULL,"52.45008","12.97774","6-8","15-20"
"290_60","60","Acer platanoides","76","87","122","139","76","87","129","148","76","87",NULL,NULL,"88","100",NULL,NULL,"52.40767","13.06514","16-18","20-25"
"421_23","23","Ulmus spec.","37","55",NULL,NULL,NULL,NULL,"37","55",NULL,NULL,"39","59",NULL,NULL,NULL,NULL,"52.40397","13.059","8-10","10-15"
"216_110","110","Juglans regia","45","60",NULL,NULL,"63","84","47","63","63","84","45","60",NULL,NULL,NULL,NULL,"52.39206","13.02548","4-6","10-15"
"352_419","419","Acer platanoides","65","76","104","122","65","76","111","129","65","76",NULL,NULL,"75","88",NULL,NULL,"52.44038","13.01218","12-14","15-20"
"352_3AHL5X9","3AHL5X9","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.44819","12.97967","6-8","10-15"
"42_28","28","Fagus sylvatica","12","25","16","32","16","33","18","37","16","33","18","37","12","25","16","33","52.36882","13.09562","2-4","2-5"
"222_350","350","Quercus spec.","63","75",NULL,NULL,NULL,NULL,"121","145",NULL,NULL,"121","145","63","75",NULL,NULL,"52.36345","13.14035","8-10","15-20"
"315_128","128","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.36288","13.08995","8-10","20-25"
"328_57","57","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.40553","12.9926","<2","2-5"
"293_65","65","Malus domestica",NULL,"13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"16",NULL,NULL,"52.40449","13.05655","<2","2-5"
"806_7301","7301","Prunus avium","65","78",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"65","78","78","94",NULL,NULL,"52.37462","13.1066","6-8","10-15"
"413_138","138","Fraxinus excelsior","28","37",NULL,NULL,"28","37","47","63","28","37","49","66","38","50",NULL,NULL,"52.40054","12.97599","4-6","15-20"
"222_351","351","Quercus spec.","75","88",NULL,NULL,NULL,NULL,"145","169",NULL,NULL,"145","169","75","88",NULL,NULL,"52.36342","13.14035","10-12","15-20"
"352_EUM7WQG","EUM7WQG","Fraxinus excelsior","28","37",NULL,NULL,"28","37","47","63","28","37","49","66","38","50",NULL,NULL,"52.4486","12.97995","unbekannt","15-20"
"368_95","95","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.39809","13.05061","6-8","10-15"
"835_713056","713056","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37523","13.11987","4-6","15-20"
"47_3","3","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.36077","13.09093","6-8","15-20"
"140_790","790","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47897","13.01287","unbekannt","10-15"
"299_AAH8G94","AAH8G94","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.47229","13.11193","6-8","15-20"
"352_131","131","Acer pseudoplatanus","54","65","87","104","54","65","92","111","54","65",NULL,NULL,"63","75",NULL,NULL,"52.43977","13.0145","8-10","15-20"
"809_29734","29734","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.43819","13.03519","4-6","10-15"
"264_195","195","Tilia spec.","63","75",NULL,NULL,NULL,NULL,"121","145",NULL,NULL,"112","134","63","75",NULL,NULL,"52.40373","13.06321","8-10","15-20"
"290_46","46","Acer pseudoplatanus","87","98","139","157","87","98","148","166","87","98",NULL,NULL,"100","113",NULL,NULL,"52.40663","13.06554","12-14","20-25"
"457_138","138","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.36582","13.10236","2-4","5-10"
"244_570","570","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36192","13.09194","4-6","15-20"
"140_197","197","Pinus sylvestris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.4782","13.00988","unbekannt","15-20"
"217_ADMATAL","ADMATAL","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.46992","13.10819","10-12","15-20"
"352_AEAUXF1","AEAUXF1","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.44807","12.97673","4-6","5-10"
"390_57","57","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.44359","13.0402","4-6","10-15"
"356_29901","29901","Pseudotsuga menziesii","30","35","118","138","49","58",NULL,NULL,NULL,NULL,"38","45","30","35",NULL,NULL,"52.43978","13.03361","8-10","20-25"
"328_119","119","Robinia pseudoacacia","63","73",NULL,NULL,"63","73","94","110","63","73","85","100",NULL,NULL,NULL,NULL,"52.40625","12.99404","12-14","10-15"
"328_52","52","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.40559","12.99265","10-12","15-20"
"293_55","55","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.40379","13.05577","6-8","5-10"
"290_47","47","Acer pseudoplatanus","65","76","104","122","65","76","111","129","65","76",NULL,NULL,"75","88",NULL,NULL,"52.40666","13.06559","14-16","20-25"
"368_116","116","Acer saccharinum","10","21","12","24","10","21",NULL,NULL,"10","21",NULL,NULL,NULL,NULL,NULL,NULL,"52.39761","13.05034","4-6","2-5"
"140_497","497","Fagus sylvatica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47869","13.01128","unbekannt","5-10"
"356_29907","29907","Picea pungens","45","60","52","70","45","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.43965","13.03327","6-8","15-20"
"809_107","107","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.43788","13.03577","4-6","10-15"
"352_UTEGA98","UTEGA98","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.44822","12.97577","4-6","15-20"
"326_K7FAAA3","K7FAAA3","Betula pendula","60","72","98","118","60","72",NULL,NULL,"60","72","60","72","63","75",NULL,NULL,"52.45541","13.10947","6-8","15-20"
"352_VA91A90","VA91A90","Fraxinus excelsior","9","19",NULL,NULL,"9","19","16","32","9","19","16","33","12","25",NULL,NULL,"52.44903","12.97914","2-4","10-15"
"290_64","64","Quercus palustris","36","48","36","48",NULL,NULL,NULL,NULL,NULL,NULL,"72","97",NULL,NULL,NULL,NULL,"52.408","13.06439","6-8","10-15"
"140_565","565","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47875","13.01175","unbekannt","10-15"
"290_65","65","Picea pungens 'Glauca'","60","75","70","87","60","75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.40795","13.06443","6-8","10-15"
"71_R09YKNX","R09YKNX","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.38759","13.07886","6-8","15-20"
"323_21--3163","21--3163","Juglans regia","60","75",NULL,NULL,"84","105","63","78","84","105","60","75",NULL,NULL,NULL,NULL,"52.38381","13.01891","6-8","10-15"
"244_112","112","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36066","13.09162","4-6","20-25"
"315_140","140","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36282","13.08948","4-6","20-25"
"299_25090","25090","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.47252","13.11183","2-4","5-10"
"202_11","11","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.47231","13.10423","2-4","10-15"
"809_111","111","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.43821","13.0342","8-10","15-20"
"293_113","113","Tilia spec.","63","75",NULL,NULL,NULL,NULL,"121","145",NULL,NULL,"112","134","63","75",NULL,NULL,"52.40631","13.05594","12-14","15-20"
"244_17707","17707","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.36183","13.09195","2-4","15-20"
"244_592","592","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36188","13.09189","4-6","15-20"
"292_196","196","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37809","13.09817","6-8","10-15"
"809_29739","29739","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.43826","13.03511","4-6","15-20"
"140_206","206","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47813","13.01008","unbekannt","5-10"
"140_562","562","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47883","13.01169","unbekannt","15-20"
"299_AACAGMG","AACAGMG","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.47316","13.11131","12-14","10-15"
"217_53DL79T","53DL79T","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.46975","13.10713","4-6","5-10"
"224_AFSALAX","AFSALAX","Tilia spec.","25","38",NULL,NULL,NULL,NULL,"48","72",NULL,NULL,"45","67","25","38",NULL,NULL,"52.45642","13.11047","4-6","5-10"
"352_1YAMHX0","1YAMHX0","Fraxinus excelsior","9","19",NULL,NULL,"9","19","16","32","9","19","16","33","12","25",NULL,NULL,"52.44917","12.97889","2-4","10-15"
"413_254","254","Fraxinus excelsior","46","55",NULL,NULL,"46","55","78","94","46","55","83","99","63","75",NULL,NULL,"52.40138","12.97728","10-12","10-15"
"110_76","76","Tilia spec.","100","113",NULL,NULL,NULL,NULL,"193","218",NULL,NULL,"179","202","100","113",NULL,NULL,"52.38838","13.11344","<2","<2"
"835_713116","713116","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37493","13.12071","4-6","15-20"
"391_1245","1245","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37041","13.09263","4-6","10-15"
"356_29919","29919","Betula pendula","72","85","118","138","72","85",NULL,NULL,"72","85","72","85","75","88",NULL,NULL,"52.44003","13.03367","12-14","20-25"
"795_22340","22340","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37185","13.10999","6-8","15-20"
"213_29871","29871","Pseudotsuga menziesii","10","15","39","59","17","25",NULL,NULL,NULL,NULL,"13","19","10","15",NULL,NULL,"52.43686","13.05435","2-4","10-15"
"390_59","59","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.44354","13.04017","2-4","10-15"
"215_31","31","Prunus avium","52","65",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52","65","63","78",NULL,NULL,"52.42244","13.00379","8-10","5-10"
"319_9","9","Ginkgo biloba",NULL,"16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"16",NULL,NULL,NULL,NULL,"52.3838","13.0222","<2","2-5"
"806_23164","23164","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.37386","13.10709","4-6","10-15"
"140_456","456","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47852","13.01093","unbekannt","15-20"
"215_21","21","Prunus avium","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.4225","13.00337","2-4","2-5"
"185_PNHWH7F","PNHWH7F","Malus domestica","26","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26","39","32","47",NULL,NULL,"52.42033","13.03317","4-6","5-10"
"977_133","133","Carpinus betulus","12","25",NULL,NULL,"12","25",NULL,NULL,"12","25","17","35","12","25",NULL,NULL,"52.37556","13.10102","4-6","10-15"
"326_CAMCLA2","CAMCLA2","Betula pendula","48","60","79","98","48","60",NULL,NULL,"48","60","48","60","50","63",NULL,NULL,"52.45514","13.10932","<2","5-10"
"326_AQGAFKR","AQGAFKR","Acer platanoides","87","98","139","157","87","98","148","166","87","98",NULL,NULL,"100","113",NULL,NULL,"52.45495","13.10903","8-10","15-20"
"292_118","118","Tilia cordata","24","36","24","36","30","45","48","72","30","45","45","67","25","38",NULL,NULL,"52.37934","13.09809","4-6","10-15"
"413_230","230","Fraxinus excelsior","28","37",NULL,NULL,"28","37","47","63","28","37","49","66","38","50",NULL,NULL,"52.3999","12.97493","8-10","10-15"
"317_11","11","Ulmus spec.","74","92",NULL,NULL,NULL,NULL,"74","92",NULL,NULL,"79","98",NULL,NULL,NULL,NULL,"52.47127","13.11098","8-10","10-15"
"352_HDAAKKV","HDAAKKV","Ulmus spec.","204","222",NULL,NULL,NULL,NULL,"204","222",NULL,NULL,"216","236",NULL,NULL,NULL,NULL,"52.44933","12.97552","unbekannt","15-20"
"413_52","52","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.4","12.97913","8-10","15-20"
"835_712776","712776","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37552","13.11964","4-6","15-20"
"835_712884","712884","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37538","13.11958","4-6","15-20"
"244_586","586","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36179","13.09191","2-4","15-20"
"244_145","145","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.36063","13.09137","2-4","10-15"
"185_X7SEANA","X7SEANA","Malus domestica","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.42112","13.03394","2-4","2-5"
"413_21","21","Fraxinus excelsior","46","55",NULL,NULL,"46","55","78","94","46","55","83","99","63","75",NULL,NULL,"52.39944","12.97998","10-12","15-20"
"436_129","129","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.38802","13.1104","<2","5-10"
"235_17","17","Aesculus hippocastanum","19","28","63","94","19","28","45","67","19","28","37","55","32","47",NULL,NULL,"52.37741","13.09707","6-8","5-10"
"395_618933","618933","Tilia cordata","48","60","48","60","60","75","97","121","60","75","90","112","50","63",NULL,NULL,"52.37339","13.09796","8-10","10-15"
"413_249","249","Fraxinus excelsior","46","55",NULL,NULL,"46","55","78","94","46","55","83","99","63","75",NULL,NULL,"52.4014","12.97678","12-14","10-15"
"391_1821","1821","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.36784","13.09452","8-10","15-20"
"315_120","120","Fagus sylvatica","38","50","47","63","49","66","55","74","49","66","55","74","38","50","49","66","52.363","13.08994","6-8","15-20"
"244_185","185","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36087","13.0912","4-6","15-20"
"217_MERK1CD","MERK1CD","Ulmus spec.","55","74",NULL,NULL,NULL,NULL,"55","74",NULL,NULL,"59","79",NULL,NULL,NULL,NULL,"52.46964","13.10845","2-4","5-10"
"224_CDSQH9T","CDSQH9T","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.45628","13.1103","6-8","15-20"
"413_48","48","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.40003","12.97922","10-12","15-20"
"224_6THF6AM","6THF6AM","Acer platanoides","54","65","87","104","54","65","92","111","54","65",NULL,NULL,"63","75",NULL,NULL,"52.45606","13.11007","8-10","15-20"
"413_18","18","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.39943","12.98024","10-12","10-15"
"413_68","68","Fraxinus excelsior","46","55",NULL,NULL,"46","55","78","94","46","55","83","99","63","75",NULL,NULL,"52.39987","12.9806","8-10","10-15"
"413_73","73","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.40011","12.98065","12-14","10-15"
"413_211","211","Robinia pseudoacacia","84","94",NULL,NULL,"84","94","126","142","84","94","114","129",NULL,NULL,NULL,NULL,"52.39977","12.97492","12-14","15-20"
"816_4_flur1_502","4_flur1_502","Juglans regia","60","75",NULL,NULL,"84","105","63","78","84","105","60","75",NULL,NULL,NULL,NULL,"52.41981","13.06172","8-10","10-15"
"268_94","94","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.42624","13.05691","<2","2-5"
"413_156","156","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.39965","12.97611","6-8","15-20"
"413_118","118","Betula pendula 'Tristis'","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.40006","12.98006","2-4","5-10"
"413_158","158","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.39962","12.97628","8-10","15-20"
"224_05926","05926","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.45647","13.11056","2-4","15-20"
"36_185","185","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37445","13.05458","8-10","20-25"
"224_25741","25741","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.45657","13.11075","6-8","15-20"
"839_3035","3035","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.37034","13.1002","4-6","15-20"
"201_VAC2AAX","VAC2AAX","Acer platanoides","54","65","87","104","54","65","92","111","54","65",NULL,NULL,"63","75",NULL,NULL,"52.37231","13.09756","unbekannt","15-20"
"244_573","573","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36186","13.09202","4-6","15-20"
"244_585","585","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36177","13.0919","6-8","15-20"
"217_QG0AAMA","QG0AAMA","Tilia spec.","38","50",NULL,NULL,NULL,NULL,"72","97",NULL,NULL,"67","90","38","50",NULL,NULL,"52.46965","13.10708","10-12","15-20"
"111_29651","29651","Pinus sylvestris","63","75","68","82","63","75","112","134",NULL,NULL,"83","99","78","94","98","118","52.45072","12.97671","6-8","15-20"
"327_43","43","Acer platanoides","54","65","87","104","54","65","92","111","54","65",NULL,NULL,"63","75",NULL,NULL,"52.42369","12.99636","10-12","10-15"
"36_205","205","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.37429","13.05455","4-6","10-15"
"816_20541_flur1_502","20541_flur1_502","Tilia spec.","88","100",NULL,NULL,NULL,NULL,"169","193",NULL,NULL,"157","179","88","100",NULL,NULL,"52.42177","13.06081","8-10","<2"
"403_343","343","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.41423","12.94077","4-6","5-10"
"240_XAWAUCD","XAWAUCD","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.47341","13.11184","4-6","15-20"
"67_SWYAMBE","SWYAMBE","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.37346","13.09576","4-6","15-20"
"236_65","65","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.36736","13.13413","2-4","<2"
"413_41","41","Quercus robur","138","151",NULL,NULL,"157","171","266","290","157","171","266","290","138","151","173","188","52.39979","12.97619","16-18","<2"
"47_96","96","Pinus sylvestris","63","75","68","82","63","75","112","134",NULL,NULL,"83","99","78","94","98","118","52.36065","13.09052","6-8","20-25"
"292_213","213","Tilia cordata","24","36","24","36","30","45","48","72","30","45","45","67","25","38",NULL,NULL,"52.37799","13.09753","6-8","5-10"
"292_128","128","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.3792","13.09789","4-6","5-10"
"835_713046","713046","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37519","13.12012","4-6","15-20"
"36_7","7","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.37441","13.05559","4-6","10-15"
"391_1699","1699","Betula pendula","36","48","59","79","36","48",NULL,NULL,"36","48","36","48","38","50",NULL,NULL,"52.36867","13.09425","6-8","15-20"
"292_121","121","Tilia cordata","24","36","24","36","30","45","48","72","30","45","45","67","25","38",NULL,NULL,"52.37936","13.09832","6-8","10-15"
"391_2227","2227","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.368","13.09508","8-10","15-20"
"25_300991","300991","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.41684","12.98933","4-6","10-15"
"413_247","247","Picea abies","38","48","79","98","39","49","63","78",NULL,NULL,"38","48","63","78","50","63","52.40141","12.97617","8-10","15-20"
"413_159","159","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.3996","12.97631","8-10","10-15"
"319_37","37","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.38353","13.02231","4-6","15-20"
"315_118","118","Fagus sylvatica","38","50","47","63","49","66","55","74","49","66","55","74","38","50","49","66","52.36296","13.08991","6-8","15-20"
"186_93","93","Fagus sylvatica","25","38","32","47","33","49","37","55","33","49","37","55","25","38","33","49","52.36553","13.08893","6-8","15-20"
"977_125","125","Carpinus betulus","12","25",NULL,NULL,"12","25",NULL,NULL,"12","25","17","35","12","25",NULL,NULL,"52.37565","13.10112","4-6","10-15"
"835_712745","712745","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.3757","13.11989","2-4","15-20"
"835_712747","712747","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37564","13.11992","4-6","15-20"
"36_76","76","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.37494","13.05548","4-6","10-15"
"47_106","106","Acer pseudoplatanus","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.36045","13.09034","8-10","10-15"
"319_7","7","Tilia spec.","25","38",NULL,NULL,NULL,NULL,"48","72",NULL,NULL,"45","67","25","38",NULL,NULL,"52.38388","13.0218","4-6","10-15"
"791_2037","2037","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.3825","13.10877","6-8","10-15"
"36_208","208","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.37436","13.05456","4-6","5-10"
"436_196","196","Acer campestre","32","47",NULL,NULL,NULL,NULL,"37","55",NULL,NULL,"39","59","32","47",NULL,NULL,"52.38815","13.11116","2-4","5-10"
"17_42--13801","42--13801","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.4136","12.9989","2-4","5-10"
"413_59","59","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.39989","12.97983","14-16","15-20"
"413_280","280","Fraxinus excelsior","55","65",NULL,NULL,"55","65","94","110","55","65","99","116","75","88",NULL,NULL,"52.39908","12.9782","10-12","15-20"
"391_1801","1801","Robinia pseudoacacia","84","94",NULL,NULL,"84","94","126","142","84","94","114","129",NULL,NULL,NULL,NULL,"52.36832","13.09418","10-12","20-25"
"395_223","223","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.37131","13.09983","8-10","20-25"
"292_37","37","Quercus robur",NULL,"12",NULL,NULL,NULL,"14",NULL,"24",NULL,"14",NULL,"24",NULL,"12",NULL,"16","52.37901","13.09648","<2","2-5"
"841_7619","7619","Malus domestica","39","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39","52","47","63",NULL,NULL,"52.37906","13.1053","2-4","5-10"
"36_55","55","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.37491","13.05553","4-6","10-15"
"186_35","35","Acer campestre","47","63",NULL,NULL,NULL,NULL,"55","74",NULL,NULL,"59","79","47","63",NULL,NULL,"52.36467","13.08979","6-8","5-10"
"244_287","287","Pinus sylvestris","63","75","68","82","63","75","112","134",NULL,NULL,"83","99","78","94","98","118","52.36225","13.09084","6-8","20-25"
"140_686","686","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47895","13.0123","unbekannt","15-20"
"166_7EMA6UD","7EMA6UD","Acer platanoides","76","87","122","139","76","87","129","148","76","87",NULL,NULL,"88","100",NULL,NULL,"52.47271","13.01005","8-10","10-15"
